,source_port,destination_port,protocol,packets,length,fin_flag,syn_flag,rst_flag,psh_flag,ack_flag,urg_flag,cwe_flag,ece_flag, Label
68,634,13233,17,200,88000.0,0,0,0,0,0,0,0,0,1
69,634,18002,17,200,88000.0,0,0,0,0,0,0,0,0,1
70,811,37139,17,200,88000.0,0,0,0,0,0,0,0,0,1
71,634,32179,17,200,88000.0,0,0,0,0,0,0,0,0,1
72,634,44630,17,150,66000.0,0,0,0,0,0,0,0,0,1
73,634,61040,17,200,88000.0,0,0,0,0,0,0,0,0,1
74,634,28666,17,200,88000.0,0,0,0,0,0,0,0,0,1
75,634,19538,17,200,88000.0,0,0,0,0,0,0,0,0,1
76,634,27959,17,200,88000.0,0,0,0,0,0,0,0,0,1
77,634,54215,17,200,88000.0,0,0,0,0,0,0,0,0,1
78,634,47093,17,200,88000.0,0,0,0,0,0,0,0,0,1
79,634,21285,17,200,88000.0,0,0,0,0,0,0,0,0,1
80,634,35284,17,200,88000.0,0,0,0,0,0,0,0,0,1
81,634,64352,17,200,88000.0,0,0,0,0,0,0,0,0,1
82,634,46446,17,200,88000.0,0,0,0,0,0,0,0,0,1
83,634,25469,17,200,88000.0,0,0,0,0,0,0,0,0,1
84,634,25097,17,200,88000.0,0,0,0,0,0,0,0,0,1
85,634,25097,17,2,880.0,0,0,0,0,0,0,0,0,1
86,634,5050,17,400,176000.0,0,0,0,0,0,0,0,0,1
87,812,31322,17,200,88000.0,0,0,0,0,0,0,0,0,1
88,634,28009,17,200,88000.0,0,0,0,0,0,0,0,0,1
89,634,24350,17,200,88000.0,0,0,0,0,0,0,0,0,1
90,634,10656,17,200,88000.0,0,0,0,0,0,0,0,0,1
91,634,33868,17,200,88000.0,0,0,0,0,0,0,0,0,1
92,634,9494,17,200,88000.0,0,0,0,0,0,0,0,0,1
93,634,22410,17,200,88000.0,0,0,0,0,0,0,0,0,1
94,634,58115,17,200,88000.0,0,0,0,0,0,0,0,0,1
95,634,10237,17,200,88000.0,0,0,0,0,0,0,0,0,1
96,634,14729,17,200,88000.0,0,0,0,0,0,0,0,0,1
97,634,43489,17,200,88000.0,0,0,0,0,0,0,0,0,1
98,634,4625,17,200,88000.0,0,0,0,0,0,0,0,0,1
99,634,39546,17,200,88000.0,0,0,0,0,0,0,0,0,1
100,634,13855,17,200,88000.0,0,0,0,0,0,0,0,0,1
101,634,33986,17,200,88000.0,0,0,0,0,0,0,0,0,1
102,634,6312,17,200,88000.0,0,0,0,0,0,0,0,0,1
103,634,63839,17,200,88000.0,0,0,0,0,0,0,0,0,1
104,634,59708,17,200,88000.0,0,0,0,0,0,0,0,0,1
105,634,52866,17,200,88000.0,0,0,0,0,0,0,0,0,1
106,634,11288,17,200,88000.0,0,0,0,0,0,0,0,0,1
107,634,5050,17,2,880.0,0,0,0,0,0,0,0,0,1
108,634,16993,17,200,88000.0,0,0,0,0,0,0,0,0,1
109,634,51124,17,200,88000.0,0,0,0,0,0,0,0,0,1
110,634,18662,17,200,88000.0,0,0,0,0,0,0,0,0,1
111,634,54618,17,200,88000.0,0,0,0,0,0,0,0,0,1
112,634,51669,17,200,88000.0,0,0,0,0,0,0,0,0,1
113,634,62377,17,200,88000.0,0,0,0,0,0,0,0,0,1
114,813,60806,17,200,88000.0,0,0,0,0,0,0,0,0,1
115,634,23256,17,200,88000.0,0,0,0,0,0,0,0,0,1
116,634,24518,17,200,88000.0,0,0,0,0,0,0,0,0,1
117,634,7016,17,200,88000.0,0,0,0,0,0,0,0,0,1
118,634,35575,17,200,88000.0,0,0,0,0,0,0,0,0,1
119,634,10588,17,200,88000.0,0,0,0,0,0,0,0,0,1
120,634,56837,17,200,88000.0,0,0,0,0,0,0,0,0,1
121,634,13100,17,200,88000.0,0,0,0,0,0,0,0,0,1
122,634,49613,17,200,88000.0,0,0,0,0,0,0,0,0,1
123,634,41583,17,200,88000.0,0,0,0,0,0,0,0,0,1
124,634,1180,17,200,88000.0,0,0,0,0,0,0,0,0,1
125,634,5000,17,200,88000.0,0,0,0,0,0,0,0,0,1
126,634,46519,17,200,88000.0,0,0,0,0,0,0,0,0,1
127,634,42038,17,200,88000.0,0,0,0,0,0,0,0,0,1
128,634,39719,17,200,88000.0,0,0,0,0,0,0,0,0,1
129,634,39719,17,2,880.0,0,0,0,0,0,0,0,0,1
130,634,12398,17,200,88000.0,0,0,0,0,0,0,0,0,1
131,634,58783,17,200,88000.0,0,0,0,0,0,0,0,0,1
132,634,36627,17,200,88000.0,0,0,0,0,0,0,0,0,1
133,634,17745,17,200,88000.0,0,0,0,0,0,0,0,0,1
134,634,28657,17,200,88000.0,0,0,0,0,0,0,0,0,1
135,634,21383,17,200,88000.0,0,0,0,0,0,0,0,0,1
136,634,55075,17,200,88000.0,0,0,0,0,0,0,0,0,1
137,634,55044,17,200,88000.0,0,0,0,0,0,0,0,0,1
138,634,46910,17,200,88000.0,0,0,0,0,0,0,0,0,1
139,634,46252,17,200,88000.0,0,0,0,0,0,0,0,0,1
140,634,54223,17,200,88000.0,0,0,0,0,0,0,0,0,1
141,634,7478,17,200,88000.0,0,0,0,0,0,0,0,0,1
142,634,8488,17,200,88000.0,0,0,0,0,0,0,0,0,1
143,634,30734,17,200,88000.0,0,0,0,0,0,0,0,0,1
144,634,54821,17,200,88000.0,0,0,0,0,0,0,0,0,1
145,634,21152,17,200,88000.0,0,0,0,0,0,0,0,0,1
146,634,22394,17,200,88000.0,0,0,0,0,0,0,0,0,1
147,634,28033,17,200,88000.0,0,0,0,0,0,0,0,0,1
148,48621,22,6,5,0.0,0,0,0,0,0,1,1,0,1
149,634,15200,17,200,88000.0,0,0,0,0,0,0,0,0,1
150,634,2732,17,200,88000.0,0,0,0,0,0,0,0,0,1
151,634,65084,17,200,88000.0,0,0,0,0,0,0,0,0,1
152,634,50953,17,200,88000.0,0,0,0,0,0,0,0,0,1
153,634,57959,17,200,88000.0,0,0,0,0,0,0,0,0,1
154,634,37422,17,200,88000.0,0,0,0,0,0,0,0,0,1
155,634,37422,17,2,880.0,0,0,0,0,0,0,0,0,1
156,634,4427,17,200,88000.0,0,0,0,0,0,0,0,0,1
157,634,41256,17,200,88000.0,0,0,0,0,0,0,0,0,1
158,634,4876,17,200,88000.0,0,0,0,0,0,0,0,0,1
159,634,27673,17,200,88000.0,0,0,0,0,0,0,0,0,1
160,634,25219,17,200,88000.0,0,0,0,0,0,0,0,0,1
161,634,38319,17,200,88000.0,0,0,0,0,0,0,0,0,1
162,634,20323,17,200,88000.0,0,0,0,0,0,0,0,0,1
163,634,8106,17,200,88000.0,0,0,0,0,0,0,0,0,1
164,634,41242,17,200,88000.0,0,0,0,0,0,0,0,0,1
165,634,22604,17,200,88000.0,0,0,0,0,0,0,0,0,1
166,634,51664,17,200,88000.0,0,0,0,0,0,0,0,0,1
167,634,26399,17,200,88000.0,0,0,0,0,0,0,0,0,1
168,634,31728,17,200,88000.0,0,0,0,0,0,0,0,0,1
169,634,55057,17,200,88000.0,0,0,0,0,0,0,0,0,1
170,634,55057,17,2,880.0,0,0,0,0,0,0,0,0,1
171,634,13626,17,200,88000.0,0,0,0,0,0,0,0,0,1
172,634,63617,17,200,88000.0,0,0,0,0,0,0,0,0,1
173,634,14086,17,200,88000.0,0,0,0,0,0,0,0,0,1
174,634,37883,17,200,88000.0,0,0,0,0,0,0,0,0,1
175,634,7839,17,200,88000.0,0,0,0,0,0,0,0,0,1
176,634,31497,17,194,85360.0,0,0,0,0,0,0,0,0,1
177,634,23929,17,198,87120.0,0,0,0,0,0,0,0,0,1
178,634,54170,17,200,88000.0,0,0,0,0,0,0,0,0,1
179,634,49745,17,10,4400.0,0,0,0,0,0,0,0,0,1
180,634,8020,17,200,88000.0,0,0,0,0,0,0,0,0,1
181,634,64832,17,200,88000.0,0,0,0,0,0,0,0,0,1
182,634,288,17,200,88000.0,0,0,0,0,0,0,0,0,1
183,634,36245,17,200,88000.0,0,0,0,0,0,0,0,0,1
184,634,36245,17,2,880.0,0,0,0,0,0,0,0,0,1
185,634,39054,17,200,88000.0,0,0,0,0,0,0,0,0,1
186,634,20398,17,200,88000.0,0,0,0,0,0,0,0,0,1
187,634,23799,17,200,88000.0,0,0,0,0,0,0,0,0,1
188,634,25757,17,200,88000.0,0,0,0,0,0,0,0,0,1
189,634,54508,17,400,176000.0,0,0,0,0,0,0,0,0,1
190,634,601,17,200,88000.0,0,0,0,0,0,0,0,0,1
191,634,19326,17,200,88000.0,0,0,0,0,0,0,0,0,1
192,634,25829,17,200,88000.0,0,0,0,0,0,0,0,0,1
193,634,22113,17,200,88000.0,0,0,0,0,0,0,0,0,1
194,634,15031,17,200,88000.0,0,0,0,0,0,0,0,0,1
195,634,25350,17,200,88000.0,0,0,0,0,0,0,0,0,1
196,634,36055,17,200,88000.0,0,0,0,0,0,0,0,0,1
197,634,15556,17,200,88000.0,0,0,0,0,0,0,0,0,1
198,634,42881,17,200,88000.0,0,0,0,0,0,0,0,0,1
199,634,11821,17,200,88000.0,0,0,0,0,0,0,0,0,1
200,634,5937,17,200,88000.0,0,0,0,0,0,0,0,0,1
201,634,64187,17,200,88000.0,0,0,0,0,0,0,0,0,1
202,814,12061,17,200,88000.0,0,0,0,0,0,0,0,0,1
203,634,54634,17,200,88000.0,0,0,0,0,0,0,0,0,1
204,634,22355,17,200,88000.0,0,0,0,0,0,0,0,0,1
205,634,31806,17,200,88000.0,0,0,0,0,0,0,0,0,1
206,634,58434,17,200,88000.0,0,0,0,0,0,0,0,0,1
207,634,56511,17,200,88000.0,0,0,0,0,0,0,0,0,1
208,634,31052,17,200,88000.0,0,0,0,0,0,0,0,0,1
209,634,51482,17,200,88000.0,0,0,0,0,0,0,0,0,1
210,634,58434,17,2,880.0,0,0,0,0,0,0,0,0,1
211,634,61039,17,200,88000.0,0,0,0,0,0,0,0,0,1
212,634,30915,17,200,88000.0,0,0,0,0,0,0,0,0,1
213,634,3285,17,200,88000.0,0,0,0,0,0,0,0,0,1
214,815,9890,17,200,88000.0,0,0,0,0,0,0,0,0,1
215,634,33041,17,200,88000.0,0,0,0,0,0,0,0,0,1
216,634,40421,17,200,88000.0,0,0,0,0,0,0,0,0,1
217,634,55899,17,200,88000.0,0,0,0,0,0,0,0,0,1
218,634,3726,17,200,88000.0,0,0,0,0,0,0,0,0,1
219,634,25524,17,200,88000.0,0,0,0,0,0,0,0,0,1
220,634,24528,17,200,88000.0,0,0,0,0,0,0,0,0,1
221,634,53714,17,200,88000.0,0,0,0,0,0,0,0,0,1
222,634,2561,17,200,88000.0,0,0,0,0,0,0,0,0,1
223,634,17270,17,200,88000.0,0,0,0,0,0,0,0,0,1
224,634,29749,17,200,88000.0,0,0,0,0,0,0,0,0,1
225,634,61101,17,200,88000.0,0,0,0,0,0,0,0,0,1
226,634,53231,17,200,88000.0,0,0,0,0,0,0,0,0,1
227,634,49169,17,200,88000.0,0,0,0,0,0,0,0,0,1
228,634,37542,17,200,88000.0,0,0,0,0,0,0,0,0,1
229,634,49807,17,200,88000.0,0,0,0,0,0,0,0,0,1
230,634,11361,17,200,88000.0,0,0,0,0,0,0,0,0,1
231,634,7278,17,200,88000.0,0,0,0,0,0,0,0,0,1
232,634,15728,17,200,88000.0,0,0,0,0,0,0,0,0,1
233,634,7643,17,200,88000.0,0,0,0,0,0,0,0,0,1
234,634,7643,17,2,880.0,0,0,0,0,0,0,0,0,1
235,634,22276,17,200,88000.0,0,0,0,0,0,0,0,0,1
236,634,32567,17,200,88000.0,0,0,0,0,0,0,0,0,1
237,634,25529,17,200,88000.0,0,0,0,0,0,0,0,0,1
238,634,63200,17,200,88000.0,0,0,0,0,0,0,0,0,1
239,634,15142,17,200,88000.0,0,0,0,0,0,0,0,0,1
240,634,36358,17,400,176000.0,0,0,0,0,0,0,0,0,1
241,634,7505,17,200,88000.0,0,0,0,0,0,0,0,0,1
242,634,49173,17,200,88000.0,0,0,0,0,0,0,0,0,1
243,634,40058,17,200,88000.0,0,0,0,0,0,0,0,0,1
244,816,44880,17,200,88000.0,0,0,0,0,0,0,0,0,1
245,634,1489,17,200,88000.0,0,0,0,0,0,0,0,0,1
246,634,1489,17,2,880.0,0,0,0,0,0,0,0,0,1
247,634,21146,17,200,88000.0,0,0,0,0,0,0,0,0,1
248,634,37408,17,200,88000.0,0,0,0,0,0,0,0,0,1
249,634,10523,17,200,88000.0,0,0,0,0,0,0,0,0,1
250,634,33770,17,200,88000.0,0,0,0,0,0,0,0,0,1
251,634,35049,17,200,88000.0,0,0,0,0,0,0,0,0,1
252,634,31506,17,200,88000.0,0,0,0,0,0,0,0,0,1
253,817,36405,17,200,88000.0,0,0,0,0,0,0,0,0,1
254,634,48162,17,200,88000.0,0,0,0,0,0,0,0,0,1
255,634,5664,17,200,88000.0,0,0,0,0,0,0,0,0,1
256,634,2869,17,200,88000.0,0,0,0,0,0,0,0,0,1
257,634,14685,17,200,88000.0,0,0,0,0,0,0,0,0,1
258,634,45055,17,200,88000.0,0,0,0,0,0,0,0,0,1
259,634,9491,17,200,88000.0,0,0,0,0,0,0,0,0,1
260,634,31261,17,200,88000.0,0,0,0,0,0,0,0,0,1
261,634,55301,17,200,88000.0,0,0,0,0,0,0,0,0,1
262,634,55301,17,2,880.0,0,0,0,0,0,0,0,0,1
263,634,51810,17,200,88000.0,0,0,0,0,0,0,0,0,1
264,634,60409,17,200,88000.0,0,0,0,0,0,0,0,0,1
265,634,4296,17,200,88000.0,0,0,0,0,0,0,0,0,1
266,634,53977,17,200,88000.0,0,0,0,0,0,0,0,0,1
267,634,53883,17,200,88000.0,0,0,0,0,0,0,0,0,1
268,634,42027,17,200,88000.0,0,0,0,0,0,0,0,0,1
269,634,63151,17,200,88000.0,0,0,0,0,0,0,0,0,1
270,634,36825,17,200,88000.0,0,0,0,0,0,0,0,0,1
271,634,35719,17,200,88000.0,0,0,0,0,0,0,0,0,1
272,634,5978,17,200,88000.0,0,0,0,0,0,0,0,0,1
273,634,14312,17,200,88000.0,0,0,0,0,0,0,0,0,1
274,634,57146,17,200,88000.0,0,0,0,0,0,0,0,0,1
275,634,50391,17,200,88000.0,0,0,0,0,0,0,0,0,1
276,634,15786,17,200,88000.0,0,0,0,0,0,0,0,0,1
277,634,32227,17,200,88000.0,0,0,0,0,0,0,0,0,1
278,634,54602,17,200,88000.0,0,0,0,0,0,0,0,0,1
279,634,54602,17,2,880.0,0,0,0,0,0,0,0,0,1
280,634,15950,17,200,88000.0,0,0,0,0,0,0,0,0,1
281,634,25541,17,200,88000.0,0,0,0,0,0,0,0,0,1
282,634,47146,17,200,88000.0,0,0,0,0,0,0,0,0,1
283,634,51316,17,200,88000.0,0,0,0,0,0,0,0,0,1
284,634,42842,17,200,88000.0,0,0,0,0,0,0,0,0,1
285,634,11281,17,200,88000.0,0,0,0,0,0,0,0,0,1
286,634,22536,17,200,88000.0,0,0,0,0,0,0,0,0,1
287,634,57805,17,200,88000.0,0,0,0,0,0,0,0,0,1
288,634,19853,17,200,88000.0,0,0,0,0,0,0,0,0,1
289,634,6520,17,200,88000.0,0,0,0,0,0,0,0,0,1
290,634,6520,17,2,880.0,0,0,0,0,0,0,0,0,1
291,634,26507,17,200,88000.0,0,0,0,0,0,0,0,0,1
292,634,8386,17,200,88000.0,0,0,0,0,0,0,0,0,1
293,634,31166,17,200,88000.0,0,0,0,0,0,0,0,0,1
294,634,29361,17,200,88000.0,0,0,0,0,0,0,0,0,1
295,634,62692,17,200,88000.0,0,0,0,0,0,0,0,0,1
296,634,49022,17,200,88000.0,0,0,0,0,0,0,0,0,1
297,634,23219,17,200,88000.0,0,0,0,0,0,0,0,0,1
298,634,5939,17,200,88000.0,0,0,0,0,0,0,0,0,1
299,634,5953,17,200,88000.0,0,0,0,0,0,0,0,0,1
300,634,20286,17,200,88000.0,0,0,0,0,0,0,0,0,1
301,634,49301,17,200,88000.0,0,0,0,0,0,0,0,0,1
302,634,26379,17,200,88000.0,0,0,0,0,0,0,0,0,1
303,634,61746,17,200,88000.0,0,0,0,0,0,0,0,0,1
304,634,36118,17,200,88000.0,0,0,0,0,0,0,0,0,1
305,634,32444,17,200,88000.0,0,0,0,0,0,0,0,0,1
306,634,32444,17,2,880.0,0,0,0,0,0,0,0,0,1
307,634,62826,17,200,88000.0,0,0,0,0,0,0,0,0,1
308,634,52936,17,200,88000.0,0,0,0,0,0,0,0,0,1
309,634,49949,17,200,88000.0,0,0,0,0,0,0,0,0,1
310,634,46756,17,200,88000.0,0,0,0,0,0,0,0,0,1
311,634,62285,17,200,88000.0,0,0,0,0,0,0,0,0,1
312,634,29307,17,200,88000.0,0,0,0,0,0,0,0,0,1
313,634,21861,17,200,88000.0,0,0,0,0,0,0,0,0,1
314,634,65506,17,200,88000.0,0,0,0,0,0,0,0,0,1
315,634,29695,17,200,88000.0,0,0,0,0,0,0,0,0,1
316,634,37943,17,200,88000.0,0,0,0,0,0,0,0,0,1
317,634,57498,17,200,88000.0,0,0,0,0,0,0,0,0,1
318,634,43311,17,200,88000.0,0,0,0,0,0,0,0,0,1
319,634,39365,17,200,88000.0,0,0,0,0,0,0,0,0,1
320,634,65183,17,200,88000.0,0,0,0,0,0,0,0,0,1
321,634,55121,17,200,88000.0,0,0,0,0,0,0,0,0,1
322,634,43008,17,200,88000.0,0,0,0,0,0,0,0,0,1
323,634,43008,17,2,880.0,0,0,0,0,0,0,0,0,1
324,634,37184,17,200,88000.0,0,0,0,0,0,0,0,0,1
325,634,43232,17,200,88000.0,0,0,0,0,0,0,0,0,1
326,634,33750,17,200,88000.0,0,0,0,0,0,0,0,0,1
327,634,33514,17,200,88000.0,0,0,0,0,0,0,0,0,1
328,634,4368,17,200,88000.0,0,0,0,0,0,0,0,0,1
329,634,28600,17,200,88000.0,0,0,0,0,0,0,0,0,1
330,634,6150,17,198,87120.0,0,0,0,0,0,0,0,0,1
331,634,43550,17,200,88000.0,0,0,0,0,0,0,0,0,1
332,634,31783,17,194,85360.0,0,0,0,0,0,0,0,0,1
333,634,7396,17,200,88000.0,0,0,0,0,0,0,0,0,1
334,634,49055,17,196,86240.0,0,0,0,0,0,0,0,0,1
335,634,43258,17,200,88000.0,0,0,0,0,0,0,0,0,1
336,634,53270,17,200,88000.0,0,0,0,0,0,0,0,0,1
337,634,37256,17,200,88000.0,0,0,0,0,0,0,0,0,1
338,634,368,17,200,88000.0,0,0,0,0,0,0,0,0,1
339,634,6732,17,200,88000.0,0,0,0,0,0,0,0,0,1
340,634,9905,17,2,880.0,0,0,0,0,0,0,0,0,1
341,634,24381,17,200,88000.0,0,0,0,0,0,0,0,0,1
342,634,23302,17,200,88000.0,0,0,0,0,0,0,0,0,1
343,634,26624,17,200,88000.0,0,0,0,0,0,0,0,0,1
344,634,40943,17,200,88000.0,0,0,0,0,0,0,0,0,1
345,634,43474,17,200,88000.0,0,0,0,0,0,0,0,0,1
346,634,29151,17,200,88000.0,0,0,0,0,0,0,0,0,1
347,634,51400,17,200,88000.0,0,0,0,0,0,0,0,0,1
348,634,15701,17,200,88000.0,0,0,0,0,0,0,0,0,1
349,634,50092,17,200,88000.0,0,0,0,0,0,0,0,0,1
350,634,50092,17,2,880.0,0,0,0,0,0,0,0,0,1
351,634,10154,17,200,88000.0,0,0,0,0,0,0,0,0,1
352,634,52668,17,200,88000.0,0,0,0,0,0,0,0,0,1
353,634,43794,17,200,88000.0,0,0,0,0,0,0,0,0,1
354,634,50924,17,200,88000.0,0,0,0,0,0,0,0,0,1
355,634,32850,17,200,88000.0,0,0,0,0,0,0,0,0,1
356,634,43445,17,200,88000.0,0,0,0,0,0,0,0,0,1
357,634,21481,17,200,88000.0,0,0,0,0,0,0,0,0,1
358,634,48548,17,200,88000.0,0,0,0,0,0,0,0,0,1
359,634,31701,17,200,88000.0,0,0,0,0,0,0,0,0,1
360,634,42506,17,200,88000.0,0,0,0,0,0,0,0,0,1
361,634,46356,17,200,88000.0,0,0,0,0,0,0,0,0,1
362,634,3421,17,200,88000.0,0,0,0,0,0,0,0,0,1
363,634,33117,17,200,88000.0,0,0,0,0,0,0,0,0,1
364,46397,81,6,2,0.0,0,0,0,0,1,0,0,0,1
365,634,22243,17,400,176000.0,0,0,0,0,0,0,0,0,1
366,634,11319,17,200,88000.0,0,0,0,0,0,0,0,0,1
367,634,51497,17,200,88000.0,0,0,0,0,0,0,0,0,1
368,634,55073,17,200,88000.0,0,0,0,0,0,0,0,0,1
369,634,3012,17,200,88000.0,0,0,0,0,0,0,0,0,1
370,634,17271,17,200,88000.0,0,0,0,0,0,0,0,0,1
371,634,61967,17,200,88000.0,0,0,0,0,0,0,0,0,1
372,634,61967,17,2,880.0,0,0,0,0,0,0,0,0,1
373,634,33172,17,200,88000.0,0,0,0,0,0,0,0,0,1
374,634,60402,17,200,88000.0,0,0,0,0,0,0,0,0,1
375,634,40432,17,200,88000.0,0,0,0,0,0,0,0,0,1
376,634,28756,17,200,88000.0,0,0,0,0,0,0,0,0,1
377,634,23798,17,200,88000.0,0,0,0,0,0,0,0,0,1
378,634,9850,17,200,88000.0,0,0,0,0,0,0,0,0,1
379,634,17890,17,200,88000.0,0,0,0,0,0,0,0,0,1
380,634,47744,17,200,88000.0,0,0,0,0,0,0,0,0,1
381,818,61442,17,200,88000.0,0,0,0,0,0,0,0,0,1
382,634,38913,17,200,88000.0,0,0,0,0,0,0,0,0,1
383,634,9727,17,200,88000.0,0,0,0,0,0,0,0,0,1
384,634,43194,17,200,88000.0,0,0,0,0,0,0,0,0,1
385,634,21032,17,200,88000.0,0,0,0,0,0,0,0,0,1
386,634,58734,17,200,88000.0,0,0,0,0,0,0,0,0,1
387,634,10336,17,200,88000.0,0,0,0,0,0,0,0,0,1
388,634,10336,17,2,880.0,0,0,0,0,0,0,0,0,1
389,634,44583,17,200,88000.0,0,0,0,0,0,0,0,0,1
390,634,8397,17,200,88000.0,0,0,0,0,0,0,0,0,1
391,634,28442,17,200,88000.0,0,0,0,0,0,0,0,0,1
392,634,58000,17,200,88000.0,0,0,0,0,0,0,0,0,1
393,634,30908,17,200,88000.0,0,0,0,0,0,0,0,0,1
394,634,48309,17,200,88000.0,0,0,0,0,0,0,0,0,1
395,634,5657,17,200,88000.0,0,0,0,0,0,0,0,0,1
396,634,25415,17,200,88000.0,0,0,0,0,0,0,0,0,1
397,634,3372,17,200,88000.0,0,0,0,0,0,0,0,0,1
398,634,26738,17,200,88000.0,0,0,0,0,0,0,0,0,1
399,634,888,17,200,88000.0,0,0,0,0,0,0,0,0,1
400,634,32323,17,200,88000.0,0,0,0,0,0,0,0,0,1
401,634,33680,17,200,88000.0,0,0,0,0,0,0,0,0,1
402,634,36954,17,200,88000.0,0,0,0,0,0,0,0,0,1
403,8676,80,6,8,944.0,0,0,0,0,1,0,0,0,1
404,634,29207,17,200,88000.0,0,0,0,0,0,0,0,0,1
405,634,29207,17,4,1760.0,0,0,0,0,0,0,0,0,1
406,634,38413,17,200,88000.0,0,0,0,0,0,0,0,0,1
407,819,16055,17,90,39600.0,0,0,0,0,0,0,0,0,1
