,L4_SRC_PORT,L4_DST_PORT,PROTOCOL,FLOW_DURATION,OUT_PKTS,IN_PKTS,OUT_BYTES,IN_BYTES, Label
47,634,47764,17,68252,200,0,88000.0,0.0,1
48,634,56557,17,63447,200,0,88000.0,0.0,1
49,634,17267,17,53292,200,0,88000.0,0.0,1
50,634,15887,17,140761,200,0,88000.0,0.0,1
51,634,24068,17,106466,200,0,88000.0,0.0,1
52,634,49823,17,107469,200,0,88000.0,0.0,1
53,634,13264,17,79903821,400,0,176000.0,0.0,1
54,634,9352,17,92475,200,0,88000.0,0.0,1
55,634,52873,17,53788,200,0,88000.0,0.0,1
56,634,31895,17,89334,200,0,88000.0,0.0,1
57,634,31895,17,3,2,0,880.0,0.0,1
58,634,24907,17,30393,200,0,88000.0,0.0,1
59,634,22571,17,61221,200,0,88000.0,0.0,1
60,634,9550,17,29976,200,0,88000.0,0.0,1
61,634,26214,17,42950,200,0,88000.0,0.0,1
62,634,9004,17,151647,200,0,88000.0,0.0,1
63,634,17560,17,47522,200,0,88000.0,0.0,1
64,634,41785,17,51145,200,0,88000.0,0.0,1
65,634,20018,17,31263,200,0,88000.0,0.0,1
66,634,30163,17,39570,200,0,88000.0,0.0,1
67,634,19595,17,30699,200,0,88000.0,0.0,1
68,634,13233,17,43420,200,0,88000.0,0.0,1
69,634,18002,17,30044,200,0,88000.0,0.0,1
70,811,37139,17,30796,200,0,88000.0,0.0,1
71,634,32179,17,58677,200,0,88000.0,0.0,1
72,634,44630,17,26585,150,0,66000.0,0.0,1
73,634,61040,17,30709,200,0,88000.0,0.0,1
74,634,28666,17,49324,200,0,88000.0,0.0,1
75,634,19538,17,43337,200,0,88000.0,0.0,1
76,634,27959,17,95793,200,0,88000.0,0.0,1
77,634,54215,17,55168,200,0,88000.0,0.0,1
78,634,47093,17,65126,200,0,88000.0,0.0,1
79,634,21285,17,66553,200,0,88000.0,0.0,1
80,634,35284,17,38490,200,0,88000.0,0.0,1
81,634,64352,17,37293,200,0,88000.0,0.0,1
82,634,46446,17,60150,200,0,88000.0,0.0,1
83,634,25469,17,45116,200,0,88000.0,0.0,1
84,634,25097,17,50727,200,0,88000.0,0.0,1
85,634,25097,17,2,2,0,880.0,0.0,1
86,634,5050,17,1000595,400,0,176000.0,0.0,1
87,812,31322,17,81826,200,0,88000.0,0.0,1
88,634,28009,17,96541,200,0,88000.0,0.0,1
89,634,24350,17,118187,200,0,88000.0,0.0,1
90,634,10656,17,74212,200,0,88000.0,0.0,1
91,634,33868,17,76564,200,0,88000.0,0.0,1
92,634,9494,17,42517,200,0,88000.0,0.0,1
93,634,22410,17,45812,200,0,88000.0,0.0,1
94,634,58115,17,36434,200,0,88000.0,0.0,1
95,634,10237,17,35221,200,0,88000.0,0.0,1
96,634,14729,17,92365,200,0,88000.0,0.0,1
97,634,43489,17,52721,200,0,88000.0,0.0,1
98,634,4625,17,28116,200,0,88000.0,0.0,1
99,634,39546,17,132963,200,0,88000.0,0.0,1
100,634,13855,17,52139,200,0,88000.0,0.0,1
101,634,33986,17,41258,200,0,88000.0,0.0,1
102,634,6312,17,39471,200,0,88000.0,0.0,1
103,634,63839,17,38796,200,0,88000.0,0.0,1
104,634,59708,17,36705,200,0,88000.0,0.0,1
105,634,52866,17,36930,200,0,88000.0,0.0,1
106,634,11288,17,45304,200,0,88000.0,0.0,1
107,634,5050,17,1,2,0,880.0,0.0,1
108,634,16993,17,53527,200,0,88000.0,0.0,1
109,634,51124,17,47202,200,0,88000.0,0.0,1
110,634,18662,17,36890,200,0,88000.0,0.0,1
111,634,54618,17,44159,200,0,88000.0,0.0,1
112,634,51669,17,83861,200,0,88000.0,0.0,1
113,634,62377,17,39495,200,0,88000.0,0.0,1
114,813,60806,17,55931,200,0,88000.0,0.0,1
115,634,23256,17,37133,200,0,88000.0,0.0,1
116,634,24518,17,38100,200,0,88000.0,0.0,1
117,634,7016,17,71310,200,0,88000.0,0.0,1
118,634,35575,17,59237,200,0,88000.0,0.0,1
119,634,10588,17,52949,200,0,88000.0,0.0,1
120,634,56837,17,51876,200,0,88000.0,0.0,1
121,634,13100,17,56261,200,0,88000.0,0.0,1
122,634,49613,17,83473,200,0,88000.0,0.0,1
123,634,41583,17,29097,200,0,88000.0,0.0,1
124,634,1180,17,29268,200,0,88000.0,0.0,1
125,634,5000,17,73419,200,0,88000.0,0.0,1
126,634,46519,17,145808,200,0,88000.0,0.0,1
127,634,42038,17,41694,200,0,88000.0,0.0,1
128,634,39719,17,48185,200,0,88000.0,0.0,1
129,634,39719,17,1,2,0,880.0,0.0,1
130,634,12398,17,81714,200,0,88000.0,0.0,1
131,634,58783,17,29638,200,0,88000.0,0.0,1
132,634,36627,17,29250,200,0,88000.0,0.0,1
133,634,17745,17,31445,200,0,88000.0,0.0,1
134,634,28657,17,31519,200,0,88000.0,0.0,1
135,634,21383,17,57404,200,0,88000.0,0.0,1
136,634,55075,17,29509,200,0,88000.0,0.0,1
137,634,55044,17,29292,200,0,88000.0,0.0,1
138,634,46910,17,68695,200,0,88000.0,0.0,1
139,634,46252,17,29356,200,0,88000.0,0.0,1
140,634,54223,17,29286,200,0,88000.0,0.0,1
141,634,7478,17,58582,200,0,88000.0,0.0,1
142,634,8488,17,60544,200,0,88000.0,0.0,1
143,634,30734,17,134768,200,0,88000.0,0.0,1
144,634,54821,17,52333,200,0,88000.0,0.0,1
145,634,21152,17,61459,200,0,88000.0,0.0,1
146,634,22394,17,50196,200,0,88000.0,0.0,1
147,634,28033,17,41404,200,0,88000.0,0.0,1
148,48621,22,6,386044,5,2,0.0,0.0,1
149,634,15200,17,55554,200,0,88000.0,0.0,1
150,634,2732,17,56464,200,0,88000.0,0.0,1
151,634,65084,17,44254,200,0,88000.0,0.0,1
152,634,50953,17,45493,200,0,88000.0,0.0,1
153,634,57959,17,95367,200,0,88000.0,0.0,1
154,634,37422,17,71774,200,0,88000.0,0.0,1
155,634,37422,17,2,2,0,880.0,0.0,1
156,634,4427,17,80953,200,0,88000.0,0.0,1
157,634,41256,17,51308,200,0,88000.0,0.0,1
158,634,4876,17,46551,200,0,88000.0,0.0,1
159,634,27673,17,41264,200,0,88000.0,0.0,1
160,634,25219,17,89442,200,0,88000.0,0.0,1
161,634,38319,17,43213,200,0,88000.0,0.0,1
162,634,20323,17,40134,200,0,88000.0,0.0,1
163,634,8106,17,84915,200,0,88000.0,0.0,1
164,634,41242,17,60117,200,0,88000.0,0.0,1
165,634,22604,17,51469,200,0,88000.0,0.0,1
166,634,51664,17,92457,200,0,88000.0,0.0,1
167,634,26399,17,51689,200,0,88000.0,0.0,1
168,634,31728,17,100506,200,0,88000.0,0.0,1
169,634,55057,17,88180,200,0,88000.0,0.0,1
170,634,55057,17,2,2,0,880.0,0.0,1
171,634,13626,17,112865,200,0,88000.0,0.0,1
172,634,63617,17,48306,200,0,88000.0,0.0,1
173,634,14086,17,84119,200,0,88000.0,0.0,1
174,634,37883,17,86123,200,0,88000.0,0.0,1
175,634,7839,17,37666,200,0,88000.0,0.0,1
176,634,31497,17,37702,194,0,85360.0,0.0,1
177,634,23929,17,35275,198,0,87120.0,0.0,1
178,634,54170,17,68014,200,0,88000.0,0.0,1
179,634,49745,17,47289,10,0,4400.0,0.0,1
180,634,8020,17,82471,200,0,88000.0,0.0,1
181,634,64832,17,124257,200,0,88000.0,0.0,1
182,634,288,17,44516,200,0,88000.0,0.0,1
183,634,36245,17,38800,200,0,88000.0,0.0,1
184,634,36245,17,1,2,0,880.0,0.0,1
185,634,39054,17,46351,200,0,88000.0,0.0,1
186,634,20398,17,37319,200,0,88000.0,0.0,1
187,634,23799,17,42117,200,0,88000.0,0.0,1
188,634,25757,17,35865,200,0,88000.0,0.0,1
189,634,54508,17,5004541,400,0,176000.0,0.0,1
190,634,601,17,37226,200,0,88000.0,0.0,1
191,634,19326,17,90588,200,0,88000.0,0.0,1
192,634,25829,17,37261,200,0,88000.0,0.0,1
193,634,22113,17,37916,200,0,88000.0,0.0,1
194,634,15031,17,56071,200,0,88000.0,0.0,1
195,634,25350,17,103617,200,0,88000.0,0.0,1
196,634,36055,17,51422,200,0,88000.0,0.0,1
197,634,15556,17,74949,200,0,88000.0,0.0,1
198,634,42881,17,57024,200,0,88000.0,0.0,1
199,634,11821,17,90729,200,0,88000.0,0.0,1
200,634,5937,17,31116,200,0,88000.0,0.0,1
201,634,64187,17,75704,200,0,88000.0,0.0,1
202,814,12061,17,31379,200,0,88000.0,0.0,1
203,634,54634,17,30760,200,0,88000.0,0.0,1
204,634,22355,17,33838,200,0,88000.0,0.0,1
205,634,31806,17,29766,200,0,88000.0,0.0,1
206,634,58434,17,136144,200,0,88000.0,0.0,1
207,634,56511,17,71043,200,0,88000.0,0.0,1
208,634,31052,17,49181,200,0,88000.0,0.0,1
209,634,51482,17,63712,200,0,88000.0,0.0,1
210,634,58434,17,0,2,0,880.0,0.0,1
211,634,61039,17,29382,200,0,88000.0,0.0,1
212,634,30915,17,33600,200,0,88000.0,0.0,1
213,634,3285,17,50163,200,0,88000.0,0.0,1
214,815,9890,17,38809,200,0,88000.0,0.0,1
215,634,33041,17,36062,200,0,88000.0,0.0,1
216,634,40421,17,42283,200,0,88000.0,0.0,1
217,634,55899,17,46819,200,0,88000.0,0.0,1
218,634,3726,17,45775,200,0,88000.0,0.0,1
219,634,25524,17,50847,200,0,88000.0,0.0,1
220,634,24528,17,62981,200,0,88000.0,0.0,1
221,634,53714,17,116350,200,0,88000.0,0.0,1
222,634,2561,17,47417,200,0,88000.0,0.0,1
223,634,17270,17,47513,200,0,88000.0,0.0,1
224,634,29749,17,60834,200,0,88000.0,0.0,1
225,634,61101,17,48205,200,0,88000.0,0.0,1
226,634,53231,17,45101,200,0,88000.0,0.0,1
227,634,49169,17,57228,200,0,88000.0,0.0,1
228,634,37542,17,76860,200,0,88000.0,0.0,1
229,634,49807,17,41290,200,0,88000.0,0.0,1
230,634,11361,17,91948,200,0,88000.0,0.0,1
231,634,7278,17,43003,200,0,88000.0,0.0,1
232,634,15728,17,42149,200,0,88000.0,0.0,1
233,634,7643,17,51625,200,0,88000.0,0.0,1
234,634,7643,17,3,2,0,880.0,0.0,1
235,634,22276,17,107736,200,0,88000.0,0.0,1
236,634,32567,17,72417,200,0,88000.0,0.0,1
237,634,25529,17,69871,200,0,88000.0,0.0,1
238,634,63200,17,39412,200,0,88000.0,0.0,1
239,634,15142,17,36900,200,0,88000.0,0.0,1
240,634,36358,17,7671422,400,0,176000.0,0.0,1
241,634,7505,17,38941,200,0,88000.0,0.0,1
242,634,49173,17,35698,200,0,88000.0,0.0,1
243,634,40058,17,64234,200,0,88000.0,0.0,1
244,816,44880,17,38893,200,0,88000.0,0.0,1
245,634,1489,17,81888,200,0,88000.0,0.0,1
246,634,1489,17,2,2,0,880.0,0.0,1
247,634,21146,17,36478,200,0,88000.0,0.0,1
248,634,37408,17,37639,200,0,88000.0,0.0,1
249,634,10523,17,69130,200,0,88000.0,0.0,1
250,634,33770,17,52587,200,0,88000.0,0.0,1
251,634,35049,17,48003,200,0,88000.0,0.0,1
252,634,31506,17,35505,200,0,88000.0,0.0,1
253,817,36405,17,113748,200,0,88000.0,0.0,1
254,634,48162,17,100010,200,0,88000.0,0.0,1
255,634,5664,17,101412,200,0,88000.0,0.0,1
256,634,2869,17,59514,200,0,88000.0,0.0,1
257,634,14685,17,64159,200,0,88000.0,0.0,1
258,634,45055,17,59549,200,0,88000.0,0.0,1
259,634,9491,17,75343,200,0,88000.0,0.0,1
260,634,31261,17,77173,200,0,88000.0,0.0,1
261,634,55301,17,50164,200,0,88000.0,0.0,1
262,634,55301,17,1,2,0,880.0,0.0,1
263,634,51810,17,39189,200,0,88000.0,0.0,1
264,634,60409,17,84067,200,0,88000.0,0.0,1
265,634,4296,17,62938,200,0,88000.0,0.0,1
266,634,53977,17,64662,200,0,88000.0,0.0,1
267,634,53883,17,59091,200,0,88000.0,0.0,1
268,634,42027,17,35647,200,0,88000.0,0.0,1
269,634,63151,17,63346,200,0,88000.0,0.0,1
270,634,36825,17,60264,200,0,88000.0,0.0,1
271,634,35719,17,70892,200,0,88000.0,0.0,1
272,634,5978,17,73611,200,0,88000.0,0.0,1
273,634,14312,17,88941,200,0,88000.0,0.0,1
274,634,57146,17,59582,200,0,88000.0,0.0,1
275,634,50391,17,49468,200,0,88000.0,0.0,1
276,634,15786,17,54065,200,0,88000.0,0.0,1
277,634,32227,17,58827,200,0,88000.0,0.0,1
278,634,54602,17,53427,200,0,88000.0,0.0,1
279,634,54602,17,1,2,0,880.0,0.0,1
280,634,15950,17,112114,200,0,88000.0,0.0,1
281,634,25541,17,61323,200,0,88000.0,0.0,1
282,634,47146,17,84891,200,0,88000.0,0.0,1
283,634,51316,17,85345,200,0,88000.0,0.0,1
284,634,42842,17,92242,200,0,88000.0,0.0,1
285,634,11281,17,86003,200,0,88000.0,0.0,1
286,634,22536,17,80971,200,0,88000.0,0.0,1
287,634,57805,17,125590,200,0,88000.0,0.0,1
288,634,19853,17,77634,200,0,88000.0,0.0,1
289,634,6520,17,75558,200,0,88000.0,0.0,1
290,634,6520,17,2,2,0,880.0,0.0,1
291,634,26507,17,74153,200,0,88000.0,0.0,1
292,634,8386,17,73060,200,0,88000.0,0.0,1
293,634,31166,17,76040,200,0,88000.0,0.0,1
294,634,29361,17,71969,200,0,88000.0,0.0,1
295,634,62692,17,80986,200,0,88000.0,0.0,1
296,634,49022,17,82006,200,0,88000.0,0.0,1
297,634,23219,17,81246,200,0,88000.0,0.0,1
298,634,5939,17,79857,200,0,88000.0,0.0,1
299,634,5953,17,64961,200,0,88000.0,0.0,1
300,634,20286,17,36901,200,0,88000.0,0.0,1
301,634,49301,17,39543,200,0,88000.0,0.0,1
302,634,26379,17,39594,200,0,88000.0,0.0,1
303,634,61746,17,90406,200,0,88000.0,0.0,1
304,634,36118,17,56474,200,0,88000.0,0.0,1
305,634,32444,17,70132,200,0,88000.0,0.0,1
306,634,32444,17,3,2,0,880.0,0.0,1
307,634,62826,17,46562,200,0,88000.0,0.0,1
308,634,52936,17,56821,200,0,88000.0,0.0,1
309,634,49949,17,50965,200,0,88000.0,0.0,1
310,634,46756,17,50450,200,0,88000.0,0.0,1
311,634,62285,17,59416,200,0,88000.0,0.0,1
312,634,29307,17,61482,200,0,88000.0,0.0,1
313,634,21861,17,80797,200,0,88000.0,0.0,1
314,634,65506,17,81209,200,0,88000.0,0.0,1
315,634,29695,17,50189,200,0,88000.0,0.0,1
316,634,37943,17,65349,200,0,88000.0,0.0,1
317,634,57498,17,64576,200,0,88000.0,0.0,1
318,634,43311,17,81976,200,0,88000.0,0.0,1
319,634,39365,17,84294,200,0,88000.0,0.0,1
320,634,65183,17,56175,200,0,88000.0,0.0,1
321,634,55121,17,35520,200,0,88000.0,0.0,1
322,634,43008,17,98136,200,0,88000.0,0.0,1
323,634,43008,17,2,2,0,880.0,0.0,1
324,634,37184,17,61462,200,0,88000.0,0.0,1
325,634,43232,17,43646,200,0,88000.0,0.0,1
326,634,33750,17,53573,200,0,88000.0,0.0,1
327,634,33514,17,55786,200,0,88000.0,0.0,1
328,634,4368,17,64668,200,0,88000.0,0.0,1
329,634,28600,17,79395,200,0,88000.0,0.0,1
330,634,6150,17,72194,198,0,87120.0,0.0,1
331,634,43550,17,50711,200,0,88000.0,0.0,1
332,634,31783,17,43690,194,0,85360.0,0.0,1
333,634,7396,17,54206,200,0,88000.0,0.0,1
334,634,49055,17,34256,196,0,86240.0,0.0,1
335,634,43258,17,38006,200,0,88000.0,0.0,1
336,634,53270,17,58179,200,0,88000.0,0.0,1
337,634,37256,17,34252,200,0,88000.0,0.0,1
338,634,368,17,76131,200,0,88000.0,0.0,1
339,634,6732,17,45346,200,0,88000.0,0.0,1
340,634,9905,17,2,2,0,880.0,0.0,1
341,634,24381,17,35185,200,0,88000.0,0.0,1
342,634,23302,17,96743,200,0,88000.0,0.0,1
343,634,26624,17,65756,200,0,88000.0,0.0,1
344,634,40943,17,119772,200,0,88000.0,0.0,1
345,634,43474,17,60975,200,0,88000.0,0.0,1
346,634,29151,17,35519,200,0,88000.0,0.0,1
347,634,51400,17,45673,200,0,88000.0,0.0,1
348,634,15701,17,37480,200,0,88000.0,0.0,1
349,634,50092,17,30676,200,0,88000.0,0.0,1
350,634,50092,17,2,2,0,880.0,0.0,1
351,634,10154,17,61106,200,0,88000.0,0.0,1
352,634,52668,17,144635,200,0,88000.0,0.0,1
353,634,43794,17,52941,200,0,88000.0,0.0,1
354,634,50924,17,84258,200,0,88000.0,0.0,1
355,634,32850,17,40729,200,0,88000.0,0.0,1
356,634,43445,17,71768,200,0,88000.0,0.0,1
357,634,21481,17,38223,200,0,88000.0,0.0,1
358,634,48548,17,37680,200,0,88000.0,0.0,1
359,634,31701,17,46314,200,0,88000.0,0.0,1
360,634,42506,17,42868,200,0,88000.0,0.0,1
361,634,46356,17,57000,200,0,88000.0,0.0,1
362,634,3421,17,37817,200,0,88000.0,0.0,1
363,634,33117,17,49973,200,0,88000.0,0.0,1
364,46397,81,6,90,2,2,0.0,0.0,1
365,634,22243,17,1919454,400,0,176000.0,0.0,1
366,634,11319,17,76344,200,0,88000.0,0.0,1
367,634,51497,17,39071,200,0,88000.0,0.0,1
368,634,55073,17,39131,200,0,88000.0,0.0,1
369,634,3012,17,70184,200,0,88000.0,0.0,1
370,634,17271,17,53169,200,0,88000.0,0.0,1
371,634,61967,17,51185,200,0,88000.0,0.0,1
372,634,61967,17,1,2,0,880.0,0.0,1
373,634,33172,17,35028,200,0,88000.0,0.0,1
374,634,60402,17,37558,200,0,88000.0,0.0,1
375,634,40432,17,50019,200,0,88000.0,0.0,1
376,634,28756,17,89791,200,0,88000.0,0.0,1
377,634,23798,17,72386,200,0,88000.0,0.0,1
378,634,9850,17,54205,200,0,88000.0,0.0,1
379,634,17890,17,62416,200,0,88000.0,0.0,1
380,634,47744,17,62205,200,0,88000.0,0.0,1
381,818,61442,17,36977,200,0,88000.0,0.0,1
382,634,38913,17,44790,200,0,88000.0,0.0,1
383,634,9727,17,72637,200,0,88000.0,0.0,1
384,634,43194,17,72825,200,0,88000.0,0.0,1
385,634,21032,17,43929,200,0,88000.0,0.0,1
386,634,58734,17,42996,200,0,88000.0,0.0,1
387,634,10336,17,49378,200,0,88000.0,0.0,1
388,634,10336,17,2,2,0,880.0,0.0,1
389,634,44583,17,51175,200,0,88000.0,0.0,1
390,634,8397,17,101824,200,0,88000.0,0.0,1
391,634,28442,17,77464,200,0,88000.0,0.0,1
392,634,58000,17,87641,200,0,88000.0,0.0,1
393,634,30908,17,97968,200,0,88000.0,0.0,1
394,634,48309,17,38637,200,0,88000.0,0.0,1
395,634,5657,17,38013,200,0,88000.0,0.0,1
396,634,25415,17,38398,200,0,88000.0,0.0,1
397,634,3372,17,39724,200,0,88000.0,0.0,1
398,634,26738,17,38655,200,0,88000.0,0.0,1
399,634,888,17,37245,200,0,88000.0,0.0,1
400,634,32323,17,39539,200,0,88000.0,0.0,1
401,634,33680,17,39704,200,0,88000.0,0.0,1
402,634,36954,17,39460,200,0,88000.0,0.0,1
403,8676,80,6,5030804,8,7,944.0,2146.0,1
404,634,29207,17,29545,200,0,88000.0,0.0,1
405,634,29207,17,258,4,0,1760.0,0.0,1
406,634,38413,17,36039,200,0,88000.0,0.0,1
407,819,16055,17,317264,90,0,39600.0,0.0,1
408,819,16055,17,2,2,0,880.0,0.0,1
409,634,50488,17,23513,90,0,39600.0,0.0,1
410,634,42951,17,31169,200,0,88000.0,0.0,1
411,634,42951,17,3,2,0,880.0,0.0,1
412,634,32796,17,65625,200,0,88000.0,0.0,1
413,634,8298,17,30327,200,0,88000.0,0.0,1
414,634,58390,17,30268,200,0,88000.0,0.0,1
415,634,58390,17,1,2,0,880.0,0.0,1
416,634,36347,17,30803,200,0,88000.0,0.0,1
417,634,62682,17,31028,200,0,88000.0,0.0,1
418,634,45565,17,30770,200,0,88000.0,0.0,1
419,634,14894,17,31715,200,0,88000.0,0.0,1
420,634,52250,17,30204,200,0,88000.0,0.0,1
421,634,51515,17,29938,200,0,88000.0,0.0,1
422,80,8676,6,163,1,1,0.0,0.0,1
423,8676,80,6,98,1,2,0.0,0.0,1
424,634,29060,17,38441,200,0,88000.0,0.0,1
425,634,29060,17,1058,6,0,2640.0,0.0,1
426,634,919,17,27633,4,0,1760.0,0.0,1
427,634,6934,17,3,2,0,880.0,0.0,1
428,634,28446,17,35201,200,0,88000.0,0.0,1
429,634,30433,17,63706,200,0,88000.0,0.0,1
430,634,4776,17,37753,194,0,85360.0,0.0,1
431,634,55482,17,37559,192,0,84480.0,0.0,1
432,634,15512,17,39449,200,0,88000.0,0.0,1
433,634,57912,17,3,2,0,880.0,0.0,1
434,634,17209,17,35592,198,0,87120.0,0.0,1
435,59808,80,6,7764701,12,9,1706.0,4290.0,1
436,59809,80,6,10626961,5,2,0.0,0.0,1
437,634,45211,17,42447,200,0,88000.0,0.0,1
438,634,45211,17,200,4,0,1760.0,0.0,1
439,634,41845,17,44688,200,0,88000.0,0.0,1
440,634,2593,17,36897,200,0,88000.0,0.0,1
441,634,63596,17,29670,200,0,88000.0,0.0,1
442,634,12687,17,38031,200,0,88000.0,0.0,1
443,634,6097,17,34895,200,0,88000.0,0.0,1
444,634,6097,17,2,2,0,880.0,0.0,1
445,820,40286,17,47415,200,0,88000.0,0.0,1
446,634,24119,17,67859,200,0,88000.0,0.0,1
447,634,61441,17,62244,200,0,88000.0,0.0,1
448,634,13049,17,44396,200,0,88000.0,0.0,1
449,634,12754,17,25387,200,0,88000.0,0.0,1
450,634,55792,17,123622,200,0,88000.0,0.0,1
451,34353,80,6,5476134,12,9,1756.0,4290.0,1
452,34354,80,6,10079663,5,2,0.0,0.0,1
453,634,16016,17,214484,200,0,88000.0,0.0,1
454,634,16016,17,75,6,0,2640.0,0.0,1
455,634,29134,17,18703,200,0,88000.0,0.0,1
456,634,31220,17,18480,200,0,88000.0,0.0,1
457,634,42955,17,217119,200,0,88000.0,0.0,1
458,634,32798,17,17893,200,0,88000.0,0.0,1
459,634,50448,17,19051,200,0,88000.0,0.0,1
460,634,40546,17,185102,200,0,88000.0,0.0,1
461,634,33766,17,18753,200,0,88000.0,0.0,1
462,634,32274,17,18916,200,0,88000.0,0.0,1
463,634,56633,17,32573,200,0,88000.0,0.0,1
464,634,56633,17,245,4,0,1760.0,0.0,1
465,80,59808,6,168,1,1,0.0,0.0,1
466,59808,80,6,127,1,2,0.0,0.0,1
467,634,22809,17,49681,200,0,88000.0,0.0,1
468,634,22809,17,184,4,0,1760.0,0.0,1
469,634,40277,17,37373,200,0,88000.0,0.0,1
470,634,54426,17,102031,200,0,88000.0,0.0,1
471,634,42546,17,53909,200,0,88000.0,0.0,1
472,80,34353,6,202,1,1,0.0,0.0,1
473,34353,80,6,95,1,2,0.0,0.0,1
474,634,58018,17,70923,200,0,88000.0,0.0,1
475,634,58018,17,2,2,0,880.0,0.0,1
476,634,18879,17,44682,200,0,88000.0,0.0,1
477,634,46051,17,59642,200,0,88000.0,0.0,1
478,634,8477,17,68319,200,0,88000.0,0.0,1
479,634,34796,17,102580,200,0,88000.0,0.0,1
480,634,37893,17,73726,200,0,88000.0,0.0,1
481,634,65489,17,53380,200,0,88000.0,0.0,1
482,634,51226,17,79849,200,0,88000.0,0.0,1
483,634,62156,17,44456,200,0,88000.0,0.0,1
484,634,51279,17,40697,200,0,88000.0,0.0,1
485,634,38390,17,47904,200,0,88000.0,0.0,1
486,634,19678,17,46722,200,0,88000.0,0.0,1
487,634,22265,17,42995,200,0,88000.0,0.0,1
488,33814,80,6,5452198,12,9,2130.0,4290.0,1
489,634,47936,17,48159,200,0,88000.0,0.0,1
490,821,15663,17,72902,200,0,88000.0,0.0,1
491,634,2651,17,46307,200,0,88000.0,0.0,1
492,634,53419,17,73982,200,0,88000.0,0.0,1
493,634,1467,17,51104,200,0,88000.0,0.0,1
494,634,1467,17,3,2,0,880.0,0.0,1
495,634,17092,17,39118,200,0,88000.0,0.0,1
496,634,34147,17,51669,200,0,88000.0,0.0,1
497,634,36379,17,47647,200,0,88000.0,0.0,1
498,59809,80,6,191,1,1,0.0,0.0,1
499,80,59809,6,106,1,2,0.0,0.0,1
500,634,19112,17,65215,200,0,88000.0,0.0,1
501,634,1099,17,44944,200,0,88000.0,0.0,1
502,634,40631,17,47488,200,0,88000.0,0.0,1
503,634,27886,17,134569,200,0,88000.0,0.0,1
504,634,38434,17,93884,200,0,88000.0,0.0,1
505,634,57475,17,50107,200,0,88000.0,0.0,1
506,634,11657,17,39362,200,0,88000.0,0.0,1
507,634,30064,17,93228,200,0,88000.0,0.0,1
508,634,27116,17,92689,200,0,88000.0,0.0,1
509,634,27209,17,73320,200,0,88000.0,0.0,1
510,634,55338,17,129871,200,0,88000.0,0.0,1
511,634,55338,17,1,2,0,880.0,0.0,1
512,634,61943,17,126419,200,0,88000.0,0.0,1
513,634,40137,17,79096,200,0,88000.0,0.0,1
514,634,24721,17,97721,200,0,88000.0,0.0,1
